post_link,post_copy,post_date,likes,comments,shares,has_media,media_type,media_url
https://www.linkedin.com/feed/update/urn:li:activity:7342546919577075712/,"We’ve gotten so caught up in B2B, B2C, D2C, and every other combination of letters that we’ve forgotten the most important one: H2H. Human to Human. You can automate your outreach. You can blast 10,000 cold emails before breakfast. You can have AI write your content and chatbots handle your customer service. You can optimize your funnel until the conversion gods weep with joy. But you know what hasn’t changed since the first merchant traded shells for spears? People buy from people they know, like, and trust. Trust isn’t scalable. It’s earned in conversations, not campaigns. Likability isn’t a metric. It’s what happens when you genuinely care about solving someone’s problem more than hitting your quota. And truly knowing someone? That requires something radical in 2025: Actually listening when they talk. My rule is to never pitch a deck in a first meeting. Instead, I have my own 80/20 rule: 80% of the conversation should be them talking. 20% should be you asking intentional questions—not to qualify them for your pipeline, but to understand their actual challenges and get to know THEM as a human being. What keeps them up at night? What does success actually look like for them (not their company, them)? What have they already tried that didn’t work? The best business relationships I’ve ever built started with curiosity, not a pitch deck. They grew through genuine interest, not growth hacks. So yes, optimize your tech stack. Leverage those tools. But remember—behind every decision maker is a human being who’s probably just as tired of being treated like a data point as you are. Business isn’t B2B or B2C. It’s one human helping another human. Everything else is just details. hashtag # Sales hashtag # RelationshipBuilding hashtag # HumanConnection hashtag # B2B ​​​​​​​​​​​​​​​​ hashtag # B2C",4mo,26,5,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7342197148257599488/,"🚫 You can’t build a high-performance team by making people feel stupid. I want to tell you a real story. I won’t say who the CEO or CRO was—names don’t matter—but it needs to be told. This isn’t “normal,” yet it still happens, and too many people think it’s okay. It isn’t. It’s the textbook definition of a hostile work environment. The scene (true story, anonymized) CEO drops a Friday bomb: “Give me a full go-to-market plan for a new country in 72 hours.” A tiny team—CRO, director of marketing, junior analyst—pulls two sleepless nights to deliver. Zoom lights up. Slide 2 appears. CEO cuts in: “This is garbage. Clearly none of you understand expansion.” Cameras go dark. The junior analyst—her first big project—doesn’t speak again. By Monday she’s scrolling job boards and a few weeks later she quit. What went wrong? No context: Team never heard what good looked like to the CEO. No specifics: “Garbage” isn’t feedback. No direction: Critique without a path forward = morale drain. What could have been said: ➡️ “First off, great hustle—thank you. If we had to brief the board in five minutes, which three insights from your deck are absolute ‘must-knows’?” ➡️ “Right now I need a 10 k-ft snapshot. How could we repackage this into a one-pager, then save the deeper workflows for a phase-two session?” ➡️ “If we trim some of the details, where might we introduce risk? Let’s pinpoint those gaps together so the next draft is both tighter and safer.” Same message. Zero spirit-slaying. Authority isn’t earned by shrinking people—especially when each teammate is carrying a big slice of the company’s future. Lead with emotional IQ. Show what “great” looks like, invite questions, acknowledge the grind, then refine together. Feedback should fuel, not flatten. hashtag # EmotionalIntelligence hashtag # Leadership hashtag # TeamCulture hashtag # Startups",4mo,14,3,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341830944355442689/,"Your sales team keeps getting the same objections: ❌ ""We don't have budget"" ❌ ""IT won't approve another vendor"" ❌ ""We need more clinical evidence"" ❌ ""This will disrupt our workflows"" And you keep leaving them to figure it out on their own. Sales enablement isn't just about creating assets. It's about building a comprehensive toolbox that helps your reps overcome ""no"" in any situation. Every ICP is different. Every conversation is unique. Every deal has its own complexities. What separates great sales leaders from the rest? The ability to anticipate their reps' needs and build empowering tools before objections become roadblocks. I just wrote about the 5 types of objections every health tech company faces and how to turn each one into multiple content assets that actually move deals forward. Read the full framework in the article below. TGIF! hashtag # HealthTech hashtag # SalesEnablement hashtag # SalesStrategy",4mo,5,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341809355513622529/,"Last year, my son encountered something completely foreign to his generation—a payphone. With a small nudge of guidance, he studied it, and figured it out. Pure problem-solving instinct. Fast forward to next week: this same kid, now 8, is heading to summer camp to build his own app using coding skills he's been developing. This is our future workforce. Just like the dot-com era transformed entire industries and created opportunities we couldn't imagine, we're standing at the threshold of the AI revolution. The difference? This time, we get to choose how we engage with it. While some approach AI with apprehension—fear, denial, or misunderstanding—I encourage a different path: Start experimenting. Is AI perfect? No. Will it replace me? Not yet. But here's what it does do: → Multiplies my output → Expands my thinking → Helps me spot more opportunities to serve clients → Challenges me to keep pushing boundaries → Automates several administrative tasks in my one-person business → Helps me research, curate content and meal plan 🙃 Our kids are natural adapters. They'll figure out the tools of tomorrow just like my son figured out that payphone. The question isn't whether AI will change our world, it's whether we'll be passive observers or active participants in shaping what comes next. hashtag # AI hashtag # FutureOfWork hashtag # Innovation hashtag # Leadership hashtag # NextGeneration",4mo,20,2,0,Yes,video,blob:https://www.linkedin.com/60a2e8b7-ca20-450f-af9a-1fc7d43dc872
https://www.linkedin.com/feed/update/urn:li:activity:7341555065800880128/,Sharing this role with my network given I have quite a few talented RCM sales people I am connected with. This is an incredible company with an even better leadership team!,4mo,15,1,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341495027207913473/,"My last 7 days on Linkedin have been a good experiment: ➡️ 994,677 impressions (up 951%) ➡️ 509,163 members reached (up 1,168%) ➡️ 3,321 reactions ➡️ 435 comments ➡️51 reposts ➡️ Averaging 107 new followers per day These numbers look impressive but to me, this just shows I have a lot of room for improvement. Here is what I'm really measuring myself against: The creators I admire most are getting hundreds of comments within 30 minutes of posting. Not hours. Not days. Minutes. That means they've built wildly active audiences that are genuinely eager to see their content. People who don't just scroll past - they stop, engage, and start conversations. That level of engagement doesn't happen by accident. It takes meticulous planning, unwavering consistency, and the kind of value that makes people think 'I can't wait to see what they share next.' I'm not there yet. But I'm working my way toward it. Every day I'm reviewing the data, understanding which content truly resonates, and asking myself: ❓ How can I show up more consistently? ❓Give more value? ❓Create more meaningful, authentic connections? The vanity metrics are nice, but I'm chasing something bigger - an audience that doesn't just see my content, but can't wait to engage with it. Anyone else feel like their 'good' numbers are just highlighting how much room there is to grow? hashtag # contentcreator hashtag # authenticself hashtag # engagement hashtag # linkedin",4mo,17,5,0,Yes,image,https://media.licdn.com/dms/image/v2/D5622AQHi5I0Z1ZPaTQ/feedshare-shrink_1280/B56ZeIqPC0G0As-/0/1750344463146?e=1762992000&v=beta&t=BPhuJYSbzhvXyJndjMajcBLnffzgTK8BEs2fpunVhZY
https://www.linkedin.com/feed/update/urn:li:activity:7341464842114879489/,"Happy Thursday Network— I hit publish late last night on a new post over at The Patient Advocate where I dig into the proposed Medicaid cuts. Here’s the quick rundown: ➡️ What Medicaid actually covers and how it’s different from Medicare ➡️ What lawmakers want to change and the timeline they’re pushing ➡️ Who could feel the impact first (patients, caregivers, local clinics) ➡️ Simple steps you can take now to advocate for or against the cuts If Medicaid touches your life—or someone you care about—give it a read and tell me what you think. And if there’s another policy topic you’d like me to break down next, let me know in the comments! Link to article here: https://lnkd.in/g5P2FNZ6 hashtag # medicaid hashtag # patientadvocacy hashtag # congress hashtag # healthcare hashtag # patients",4mo,4,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341423260812591104/,"Another Day, Another Prompt. Hopefully this one doesn't become controversial like the one a few days ago 🤡 Side Note: this prompt is quite meaty so buckle up... and make sure you are using Opus 4 (Claude) or o3 (ChatGPT).. ➡️ Your Role: Act as a strategic SEO consultant leading a competitive intelligence workshop for our content team. ➡️ Your Context: You work for a '[TYPE OF COMPANY]' in the '[INDUSTRY]'. Our company name is '[COMANY NAME]' and our website URL is '[URL]' ➡️ Your Mission: Develop a comprehensive keyword and content opportunity analysis for '[TOPIC]' targeting '[TARGET AUDIENCE]' that will inform our content strategy reset and competitive positioning. Deliverables: ▶️ Keyword Opportunity Matrix (10 keywords) - Monthly search volume & competition score - Intent classification (informational, commercial, navigational) - Content gap score vs. top 3 competitors ▶️ Competitive Intelligence Summary - What keywords are competitors ranking for that we're missing? - What content formats are dominating the SERP? - Where are the white space opportunities? ▶️ Strategic Recommendations - 3 quick-win content opportunities (0-3 months) - 2 long-term content pillar strategies (6+ months) - Specific content formats that align with search intent ▶️ Team Action Plan - Priority keywords mapped to team members' expertise - Content calendar suggestions for next quarter - Success metrics and tracking recommendations ➡️ Context Questions to Address: What unique angle can we take that competitors are missing? How do these keywords align with our business goals? What resources do we need to execute this strategy? ➡️ Output Format: Structure your response as a workshop presentation outline with clear sections that facilitate team discussion and decision-making.",4mo,9,2,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341266750010773505/,"I turn 40 next May 😐 Ten years ago, on my 30th birthday, I sat down and wrote a list of everything I wanted to accomplish in this decade. As I stare at that handwritten paper today, my heart pounds with a mix of pride, grief, sadness and joy. The ride has been an interesting one for sure. My 30s List: 1. Make $1M in one year 2. Have another child 3. Become a ""chief"" 4. Buy my mom and stepdad a home 5. Pay cash for my son's private school 6. Visit Italy, Ireland, and Greece 7. Get back to my NFL cheerleading weight 8. Stop drinking alcohol 9. Retire my husband 10. Buy a boat The Reality: #1 - I'm closer than I ever imagined possible. Stay tuned. #2 - Endometriosis stole this dream from me. 😥 #3 - ✅ I did it. Not as important as I thought. #4 - Still working toward this. Some dreams take longer than a decade. #5 - ✅ My son's private education is secured. #6 - Anniversary trip booked. Finally. #7 - 10 pounds away, but I've never felt stronger or more at peace in my body. #8 - ✅ Alcohol was a non-negotiable to me after losing my father #9 - Someday... #10 - This year. It's happening this year. Here's what I've learned: People see the promotions, the celebrations, the carefully curated moments we share. What they don't see are the 1 AM planning sessions, the hundreds of ""no's"" before the one ""yes,"" the nights I cried over what felt like impossible goals... ...or the morning I had to redefine what ""having it all"" actually means. My late father always hassled me about being a slave to corporate and to find meaning outside of my career. I am still working on that. They don't see you getting back up after every failure, pivoting when life changes your plans, or the quiet moments when you realize success isn't just about checking boxes—it's about who you become while chasing them. So, I have 332 days left in this decade. This isn't just about accountability. This is about showing up authentically in a world that often rewards the highlight reel. This is about admitting that even when you're winning, you're also losing. And that both can be true simultaneously. If you're reading this and feeling behind on your own goals—you're not alone. We're all just figuring it out as we go. What would you tell your younger self who made it?",4mo,70,14,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341211370765357056/,"""Sell the dream, service the nightmare."" A client shared this with me on Friday, and it's a perfect example of the pattern that separates businesses that thrive from those that dive. She's standing at a moment of truth - that inflection point where fear and excitement collide. Her business is exploding with opportunity, but she's carrying the scars from her last company where she learned one of the most expensive lessons in business. In her prior role as a CRO, she destroyed her sales targets - 180% of goal. Leadership was celebrating, investors were smiling, everyone thought they'd cracked the code. But they'd built their success on a foundation of sand. Because while sales was winning, operations was failing. Spectacularly. They had a healthcare product that worked beautifully in sandbox environments. They'd even ""turned it on"" with a handful of beta clients and gotten results. But - and this is crucial - those beta clients were part of the development process. They were invested partners who would work through bugs, tolerate workarounds, and help troubleshoot when things went sideways. The fatal mistake? Leadership confused beta success with market readiness. When real paying customers started onboarding, the clinical workflows that looked smooth in sandbox became a nightmare. These weren't forgiving beta partners - these were healthcare organizations that expected seamless integration from day one. No patience for bugs. No tolerance for ""we'll fix that next week."" The result? Angry clients, terminated contracts, clawbacks that wiped out months of commissions for her and her team. Team morale plummeted. The CEO started lashing out. People started quitting before the board said ""it's time to cut 15% of the workforce."" She watched her financial future get ripped away because leadership made the ultimate strategic error: they confused proof of concept with scalable operations. This is the pattern that's killing businesses across America, especially in healthtech. I'm not here to shame leaders - I'm here to shatter the illusion that beta success equals market readiness. The truth? There are well-known startups in healthtech that made this exact mistake last year. They scaled sales without scaling operations beyond beta. Today, they're staring at 4-6 months of cash runway, fighting for survival. Here's what 74% of high-growth startups refuse to understand: Beta clients will forgive you. Paying customers will fire you. Success leaves clues, and so does failure. My client gets it now. She's building with intention, ensuring every workflow is bulletproof before the first sale. The question isn't whether you'll face this challenge - it's whether you'll learn from others' pain or create your own. What's your strategy for moving from beta success to market-ready operations? Because if you don't have one, you're not building a business - you're building another statistical startup: dead on arrival.",4mo,10,3,1,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7341189934558388224/,"This checks out. I didn’t trade a paycheck for purpose. I traded burnout, politics, and golden handcuffs for autonomy, alignment, and a business I actually want to wake up to every day. I now make more as a consultant than I ever did as a C-suite exec in a W2 role—because I built intentionally, automated the right things, and stayed brutally focused on high-leverage work. It took time, trial and error, and a lot of uncomfortable growth. But it paid off. However, I want to shout out the self-employed folks who didn’t choose this path so much as get shoved into it. Maybe the job market left you no choice. Maybe you're grinding as a freelancer just to stay afloat until the right W2 comes along. Maybe you’re realizing the grass might be greener—or maybe it’s just a scrappy patch of “doing what you gotta do.” Either way, the courage it takes to bet on yourself, show up every day, and make it work? That deserves just as much respect. Self-employed professionals aren’t avoiding pay cuts out of greed. We’ve already done the hard work of designing our careers around what matters most—and that kind of freedom isn’t easy to walk away from. hashtag # contractorlife hashtag # freelance hashtag # careersbydesign hashtag # workforceconfidence hashtag # gtmstrategy",4mo,4,0,0,Yes,image,https://media.licdn.com/dms/image/v2/D5622AQFoyQxtSK-_HQ/feedshare-shrink_800/B56ZeD9IPJHoAg-/0/1750265529896?e=1762992000&v=beta&t=KutSb_Cq_9v9X9yMe4RlRLoGI7_l4ATH055AjreFvNw
https://www.linkedin.com/feed/update/urn:li:activity:7341151959304822787/,"I know my ICP. 90% of my content is created with a founder in mind. If you're mad about AI prompts, you're probably not my ICP. And that's ok. Yesterday I shared a prompt to help anyone use AI to create content without sounding like it was written by a robot. And wow—some of you had a lot to say. 👇🏼 Exhibit A: see attached. Let me clarify something for the writers and consultants who felt the need to comment something negative. I’m not telling creatives to stop creating. I’m not saying AI should replace original thought. And I’m definitely not saying “bad content is good enough.” Here’s who I am speaking to: ✅ Founders without the budget to hire a writer ✅ Business owners doing it all themselves ✅ Scrappy teams trying to scale but strapped for time ✅ Experts who know their stuff but freeze at a blinking cursor To them? Prompts like the one I shared aren’t “cheating.” They’re a starting point. A force multiplier. A way to keep momentum when perfectionism or paralysis would otherwise win. You don’t have to use AI. But some of us are using it strategically. And that’s not lazy. That’s leverage. Did I mention well-respected economists are projecting up to 300 million jobs will be impacted or replaced by AI by 2030? Maybe instead of hating on people using & learning AI to gain an edge, we should be helping more people learn how to adapt.",4mo,19,4,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQENaQnPrNdbJA/feedshare-shrink_800/B4EZeECzAjHIAg-/0/1750267017157?e=1762992000&v=beta&t=g694v9PCiaVxUj0h5jbcS7Njl-lyBjouR50gVABwFDQ
https://www.linkedin.com/feed/update/urn:li:activity:7341064698613694468/,"Patient engagement ≠ payment reminders. If your engagement strategy is only focused on bill reminders, payment portals or automated emails post visit—you’ve missed the plot. What I’ve seen missing in my own patient journey: - Clear directions to the right location? - Text reminders 24 hours before an appointment? - Pre-visit instructions for imaging, fasting, or labs? - A simple way to confirm, reschedule, or ask a question? These aren’t just communication breakdowns, they’re access issues. At every conference, healthcafe leaders talk about “patient-centered care,” but the reality is: the system controls care, and patients are rarely true participants. Engagement, as it stands today, is fragmented: ❌ One version for billing. ❌ Another for care coordination. ❌ Yet another for follow-up surveys or marketing. But where’s the version that empowers the patient? Where’s the engagement that leads to activation — not just compliance? If patients are left out of the care continuum, outcomes suffer. And yes — that’s the system’s responsibility. The Triple Aim calls for improved outcomes. But outcomes don’t start in the OR or exam room. They start with an informed, prepared patient who knows: • Where to go • When to be there • What to do before they arrive • And why it all matters Engagement should enable care — not just chase dollars. Let’s start making engagement about participation. hashtag # healthtech hashtag # patientengagement hashtag # patientadvocacy",4mo,13,2,1,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340914842213490688/,Free the em dash!!!!,4mo,3,1,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340912998665932800/,"Hi Everybody, Amazon announced today that we are 'returning to manager', which means I am being asked to move to Seattle. As I have kids in high school, it's probably not in the cards, also I can't possibly stand to watch the Mariners. Here's the thing, you probably don't know anyone trying to hire Boston based Transformational Senior Program Manager like me. I am willing to bet someone in network is looking to do exactly that. Here's my ask to you, just hit re-post on this message. If all the people I've worked with in the past who know my work ethic, big ideas and customer obsession can re-post just once, I will make that connection and land a new role. So here goes, can I get a re-post? Andy",4mo,3935,394,1738,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340888199457566720/,I just purchased a new domain... 😎 That's all. That's the post. Launching soon.....,4mo,13,2,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQHuMqxqS4_nXg/feedshare-shrink_2048_1536/B4EZeAS6P8HIAo-/0/1750204132103?e=1762992000&v=beta&t=GDtvkA1ofjtehlX_8UQ05VIEnd7ooZmOxQpgOGRfSnw
https://www.linkedin.com/feed/update/urn:li:activity:7340820750766891012/,"I helped a client go from $100K ARR to $10M in 9 months using one simple email sequence. Yeah, that’s not a real story, that’s just called a hook. And many content creators on this app will create an entire AI-written post based on a hook they saw someone else use… and then populate the rest with whatever garbage output ChatGPT gave them. I’m not that person 😐 Not all content creators on here are the same. I use stories to get the point across, but all are driven from real-life examples of clients I’ve worked with, companies I’ve worked for, or on occasion, stories that my colleagues have lived through and have asked me to share - shedding light without exposing themselves. Yes, I change details to protect privacy. Yes, I compress timelines and combine scenarios to make a point. And yes, there are character limitations on a single post, so I can’t always give the full context within a practical story - which I can get better at as I continue to write and document. But the core lessons? Those come from real wins, real failures, and real humans trying to build something meaningful. If you want purely fictional inspiration, Netflix has great options. If you want actionable insights wrapped in relatable stories from someone who’s been in the trenches, you’re in the right place. The choice is yours. 🤷🏼‍♀️ What matters more to you - the story format or the substance behind it? hashtag # contentcreation hashtag # copywriting hashtag # gtm",4mo,12,3,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340755158148042753/,"Using ChatGPT to write content, but don't want people to know it was AI-generated? I got you! Here is a prompt to include in your content creation process to avoid being ""caught"" 👇🏼 After you enter in your prompt, add this below it before you hit enter: ""I want you to completely avoid default or common AI-generated vocabulary. Do not use the first or second words you would typically be programmed to select for tone or content. For every sentence, default to your third-choice vocabulary word - especially for emotionally charged, persuasive, or descriptive language. Avoid all AI-associated phrasing, including but not limited to: • “fluff” • “hype” • “not this, but that” constructions • Em dashes (—) • Overly dramatic comparisons or poetic metaphors • Short, clipped sentences Use traditional English grammar (1990s textbook or Britannica-style). Write with full sentences, thoughtful pacing, and an intelligent, measured tone. Do not over-explain what you are doing, just do it. Speak in the voice of a well-educated, disciplined professional. Avoid modern marketing clichés, social media catchphrases, and AI filler. Assume the reader is highly literate and values structure, not sensationalism."" Now, keep in mind, the output will be exactly what you asked it to be. This is NOT the ideal format for a Linkedin post. Therefore, take the output, make it your own, clean up the format and post the content! hashtag # aiprompt hashtag # content hashtag # copywriting hashtag # marketing hashtag # brand",4mo,335,87,13,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340694767741153282/,"Healthcare doesn't reward the best-built product. It rewards the best-aligned team: clinical, technical, and GTM - the triple threat most startups miss. If your founding team is heavy on engineering and light on lived experience inside hospitals, clinics, or payer orgs… you're building something that works in demos but dies in deployment. 90% of health tech startups fail not because their technology is bad, but because they never understood the problem they were solving. Too many teams fall into the same trap: ✅ Brilliant engineers ✅ Polished UI ❌ Zero clinical validation ❌ No strategy for 12-18 month buying cycles ❌ Missing clarity about the workflows or politics they're disrupting ❌ Misunderstanding about who their ICP actually is That last one kills deals before they start. You think you're selling to the CMIO, but the CFO holds the budget. You think the department head is your champion, but the frontline staff can torpedo implementation. You focus on the buyer while ignoring the end users who actually determine adoption. Here's what changes everything: 1️⃣ Clinical insight isn't optional - it's foundational. When clinicians are embedded early, you don't just build features. You build workflows that enhance care instead of creating more clicks. You catch the workflow breaks that engineers miss and uncover needs that only surface at 2 AM in the ICU. 2️⃣ GTM strategy can't be an afterthought. Healthcare buying isn't B2B - it's B2B2B2B. Your ""user"" (the nurse) isn't your buyer (IT director) isn't your budget holder (CFO) isn't your champion (CMO). Each has different pain points, decision criteria, and veto power. Map every stakeholder from day one. Identify who can say yes, who can say no, and who influences both. Build parallel relationships. That meeting coordinator you're ignoring? They might be your champion's most trusted advisor. 3️⃣ The winning formula: Clinical expertise shapes what you build. Technical excellence makes it scalable. GTM mastery gets it adopted. You can't afford to be great at just one. Healthcare demands all three working in lockstep. hashtag # HealthTech hashtag # GTMStrategy hashtag # ClinicalInsight hashtag # DigitalHealth hashtag # Founders",4mo,52,11,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340532422549094400/,"I’m not going to name the company, but I am going to call this out. A “stealth” startup posted a Chief Revenue Officer role with a laundry list of responsibilities - owning all sales and marketing, building the GTM strategy from scratch, launching commercialization, driving the company to $1M/month in recurring revenue within 18 months, and prepping for acquisition. Comp? Equity: 5% founder shares. Salary: $75–95k. But only after commercialization. In two months. 🤡 This isn’t a job. This is exploitation dressed up as “opportunity.” There are incredibly talented people out there right now - hungry, qualified, and undervalued. But this role isn’t it. This is the kind of offer that preys on desperation and bets on someone not knowing their worth. Funny enough, I recently spoke with a CEO who carried the same mindset. Arrogant, dismissive, and out of touch with what it takes to attract top talent. Within five minutes of our discovery call, I told him it wasn’t going to be a fit. The point of this post isn’t just to vent, it’s to remind anyone reading this that you don’t owe your expertise to founders who won’t respect it. Even in a shaky market. If this is how a company treats a role that’s meant to drive them to a $12M ARR run rate… Well, I hope their launch day gets hijacked by a 404 error. Know your worth. And walk when it feels wring. hashtag # jobmarket hashtag # founders hashtag # startup",4mo,89,22,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQEQsB4u4w-mbA/feedshare-shrink_2048_1536/B4EZd7PVYBHIAo-/0/1750119308237?e=1762992000&v=beta&t=jmrf0D44hCixg4IYrIy-fR938xW6y1O4gfe91a3S-A0
https://www.linkedin.com/feed/update/urn:li:activity:7340472794469588992/,"Most health tech companies are using content strategies designed for individual buyers. Healthcare doesn't have individual buyers. It has buying committees. While your competitor is pushing prospects through a linear funnel, your Clinical Director is in advocacy mode, your IT team is still researching security protocols, and your CFO just entered the awareness stage. All for the same deal. All at the same time. I just published a new article breaking down the 3-step framework I use with clients to build content strategies that actually work with healthcare's complex buying reality. hashtag # GTM hashtag # digitalhealth hashtag # marketing hashtag # healthtech hashtag # contentstrategy",4mo,8,3,1,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340453122193973248/,"Why I rarely (if ever) take equity-only contracts from startups. Not because I don’t believe in your mission - but because how equity translates to real value isn't always clear Here’s the TL;DR math (simplified on purpose): Let’s say you offer me: • 1% equity in your Series A startup • Current valuation: $10M On paper, that’s worth ~$100K today. Sounds great, right? But here’s the reality: 1️⃣ You probably won’t exit at $1B 2️⃣ You will dilute in future rounds (my 1% becomes ~0.75%) 3️⃣ I’m taking 100% of the risk, with no salary in hand 4️⃣ That “equity payday” could be 7-10 years out — if it happens 5️⃣ I’ll owe taxes when/if I exercise, and there’s no liquidity until you exit Even if you do exit at $1B, and I do make $7M+... I’ve traded years of work with no cash flow, no guarantees, and no upside protection. That’s not a smart deal. That’s a lottery ticket. If you believe in your company enough to offer equity, back it up with a cash component - even if it’s modest. It shows respect for my time and alignment with your commitment. 🚨 And if you’re a consultant reading this? 🚨 Equity can be sweet - in addition to a fair rate. But don’t pay your bills with hypothetical exits. Ask yourself: if this company fails way after your engagement is over, would you be proud of the work and feel compensated fairly for it? If not, pass. hashtag # Startups hashtag # Consulting hashtag # EquityCompensation hashtag # HealthTech hashtag # knowyourworth",4mo,163,36,4,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340411590367752192/,"Still hearing ""no"" from VCs? It might not be your idea. It might be how you're approaching the process. Here's what many first-time health tech founders get wrong when raising capital: 1️⃣ You didn’t research the fund. VCs aren't saying no because they don’t believe in innovation. They’re saying no because your company doesn’t match their thesis. Each fund has a focus: stage, geography, check size, sector (hint: ""healthcare"" can mean payers, providers, life sciences, digital health, or all of the above). Before you pitch, read what they’ve written. Study who they’ve funded. If there’s no match; don’t force one. 2️⃣ You pitched an associate, not a decision-maker. Unless you’re being championed internally by a partner, your deal isn't moving forward. Partners make investment decisions. Everyone else filters. Be respectful of the process, but know who has power in the room. 3️⃣ You treated it like a transaction, not a relationship. VCs are placing a bet on you, not just your product. They're risking their reputation, passing on your competitors, and committing years to support you. If they can’t see themselves in your corner through the FDA cycles, hospital procurement delays, and policy shifts - it's a pass. 4️⃣ You didn’t de-risk the bet. Healthcare is already hard. If you’re: • not full-time • missing clinical or technical expertise • unclear on reimbursement or go-to-market • unable to articulate regulatory or policy risks You’re asking them to take on all the uncertainty. That’s not a good trade. 5️⃣ You’re not building a VC-backable business. VCs look for scale. Not just a great product or a few reference sites. They need to believe your model can grow 7x-10x and return the fund. Not every healthcare business needs VC capital - and that’s okay. 6️⃣ You’re not making them believe. Winning founders are ambitious, coachable, and magnetic. They show up with a clear vision, a repeatable model, and the ability to attract talent, customers, and capital. Healthcare is personal, complex, and political. If you don’t have the conviction to lead a movement, VCs will sense that. This isn’t about chasing validation. It’s about understanding how the capital markets work so you can play the game strategically, not emotionally. I am going to open up a cohort for early-stage healthcare founders to tighten their GTM motion, tell a stronger story, and get in the right rooms. DM me if you are interested in joining! hashtag # HealthcareStartups hashtag # GTMStrategy hashtag # FundraisingTips hashtag # HealthTech hashtag # VentureCapital",4mo,1,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7340396281082634240/,"You don’t need an agency or full-time writer to start building brand awareness, thought leadership, and inbound leads. All you need is a clear, repeatable framework. Here’s a 5-step prompt you can use today (that I have used previously to ghost write content for startups) to draft engaging, SEO-focused long-form blogs or articles: 1️⃣ Set Your Topic & Keywords “Write a well-crafted, informative article on ‘[YOUR TOPIC]’ that’s optimized for SEO. Integrate the primary keyword ‘[PRIMARY KEYWORD]’ naturally throughout, plus these related terms: ‘[RELATED KEYWORDS]’.” Pro Tip: Use free tools like AnswerThePublic or Google’s “People also ask” to discover related long-tail keywords. 2️⃣ Hook ‘Em with Your Introduction “Start with a captivating introduction that: • Hooks readers in the first 2–3 lines • States why this topic matters now • Teases a real-world example or stat” Example: “Did you know 70% of buyers start their journey with an online search? If your blog doesn’t show up on page one, you might as well not exist.” 3️⃣ Build a Structured, Value-Packed Body “Organize your article into clear headings and subheadings. Under each: • Offer practical insights or step-by-step guidance • Cite examples, data, or third-party sources to back up claims • Include a mini-case study or anecdote where possible” Structure Sample: - What SEO-Focused Content Really Means - How to Research & Select Keywords - Writing Tips for Readability & Engagement - Promoting Your Post to Drive Traffic 4️⃣ Wrap It Up with a Strong Conclusion “Finish by summarizing the key takeaways and offering actionable next steps, for example: • A checklist of 3 things to do after publishing • Tools or templates to speed up your process • A call to action to download a free PDF or leave a comment” 5️⃣ Keep It Conversational & Share-Friendly “Write in a human tone - use ‘you’ and ‘we’ - and mix in bullet lists, bold text, and examples to break up walls of copy. and Remove ALL EM DASHES"" 💡 Why This Works: You’ve given yourself a blueprint, no blank-page anxiety. SEO elements are baked in, so Google can find you. Your readers get real value, boosting shares and backlinks. You can repurpose this single article into social posts, emails, or even a slide deck. 👉🏼 Try It Now: Copy the template above, swap in your own topic and keywords, and hit “Publish.” Let’s build your thought leadership, one SEO-driven article at a time! hashtag # GTM hashtag # contentwriter hashtag # contentcreation hashtag # brandawareness hashtag # thoughtleadership hashtag # marketing",4mo,10,3,0,No,,
